# ident;sexe;age;CSP;type-cylindree;[type-utilisation-a;b;c];[critere-esthetique-a;b;c;d;e;f;g];note-satisfaction;imp-magasin;imp-marque;imp-esthetique;imp-prix;imp-confort-pilote;imp-confort-passager;imp-dimensions;imp-freinage;imp-cylindree;imp-antivol;imp-tableau-de-bord;imp-accessoires;imp-rangement;imp-propulsion;imp-refroidissement;imp-tablier-avant;imp-feux;imp-fiabilite-moteur
# age: 0 homme, 1 femme
# type-utilisation-a;b;c; : 1;0;0; Domicile-travail | 0;1;0; Perso&loisirs | 0;0;1; Professionnel
# critere-esthetique-a;b;c;d;e;f;g; : 1000000 a la mode | innovant nouveau | sportif | discrete / sobre | classique | retro | ressemble a une moto 
# CSP: 0 inactif, 1 ouvrier, 2 employe, 3 classe moyenne, 4 classe sup moyenne, 5 classe sup
001;1;25;2;125;1;0;0;1;0;0;0;0;0;0;8;5;3;5;4;5;4;4;3;4;5;4;5;4;3;3;3;4;4
002;0;30;3;150;1;0;0;0;1;0;0;0;0;0;10;4;4;5;3;4;4;4;4;5;2;3;5;5;5;5;4;5;5
003;0;25;2;150;1;0;0;0;0;1;0;0;0;0;8;2;4;5;4;4;4;3;4;4;3;2;2;4;5;3;1;4;5
004;0;30;1;125;1;0;0;0;1;0;0;0;0;0;8;4;4;4;4;3;2;4;5;4;2;2;4;4;3;2;2;3;4
005;0;40;3;250;1;0;0;0;1;0;0;0;0;0;9;3;3;4;4;4;2;3;4;5;3;4;4;4;5;5;5;5;5
006;0;30;4;250;1;0;0;0;0;0;1;0;0;0;9;5;3;4;3;4;4;4;5;4;4;3;3;4;4;4;5;5;5
007;0;25;3;250;1;0;0;0;0;1;0;0;0;0;7;3;3;5;5;5;4;3;5;4;3;3;3;3;5;5;5;5;4
008;0;25;2;150;1;0;0;0;0;0;0;1;0;0;9;1;5;5;3;5;3;3;5;4;5;4;3;3;3;2;4;5;5
009;1;30;2;150;1;0;0;0;0;0;0;1;0;0;9;2;4;5;4;4;4;5;1;4;1;3;3;3;3;3;3;3;5
010;0;50;4;250;1;0;0;0;1;0;0;0;0;0;9;3;4;4;5;5;3;5;5;5;3;4;3;3;5;5;3;3;5
011;0;50;4;150;1;0;0;0;0;0;0;1;0;0;8;4;3;3;4;4;4;3;3;4;3;3;3;4;3;3;3;4;5
012;0;25;2;150;1;0;0;0;1;0;0;0;0;0;7;3;4;3;4;5;4;4;4;4;3;3;3;3;4;4;3;4;5
013;0;20;2;125;1;0;0;0;0;1;0;0;0;0;8;2;5;4;5;4;2;4;5;5;1;4;3;3;5;5;3;3;5
014;0;18;0;125;0;1;0;0;1;0;0;0;0;0;10;4;5;4;3;5;5;4;4;4;2;3;3;3;4;4;2;4;5
015;0;40;4;250;0;1;0;0;1;0;0;0;0;0;10;1;4;4;4;5;5;5;5;5;4;4;3;5;5;5;4;4;5
016;1;30;2;125;1;0;0;0;0;0;0;1;0;0;10;5;4;4;4;5;5;4;3;4;1;3;3;3;3;3;2;3;5
017;1;25;2;125;1;0;0;0;0;0;0;1;0;0;10;4;4;4;4;5;4;3;2;3;2;3;3;3;3;3;3;4;4
018;0;30;4;150;1;0;0;0;1;0;0;0;0;0;10;2;5;5;5;4;2;4;5;5;2;4;4;3;5;5;4;3;5
