2 1:-0.2874062 2:-73.3687701
1 1:-0.8261651 2:31.9348322
1 1:-0.7638577 2:45.2930360
1 1:-0.5543025 2:52.2245331
2 1:-1.3741992 2:-64.0436935
1 1:-0.8507565 2:97.8371378
0 1:1.1638769 2:28.2955393
2 1:0.2205114 2:-66.3779911
0 1:1.1828620 2:124.3605068
0 1:0.8597935 2:43.4821009
2 1:0.0294111 2:-105.1854650
0 1:0.7360607 2:48.0657225
0 1:-0.9616727 2:-16.7461775
0 1:1.7603237 2:56.2372304
2 1:-0.4197210 2:-22.9792738
1 1:-0.3019680 2:34.8185261
0 1:1.8289337 2:88.2675998
0 1:0.6295520 2:40.3686695
1 1:1.2886477 2:75.2631058
1 1:-2.0705659 2:1.2827437
1 1:-1.7826443 2:61.9691888
2 1:-0.2078790 2:-38.7223791
0 1:1.2799628 2:84.2117057
1 1:-1.6650357 2:57.5947957
0 1:0.5810596 2:8.0189112
1 1:0.6050657 2:50.8778439
2 1:-1.0855093 2:-26.0382254
0 1:2.2810434 2:88.2359056
0 1:1.3983287 2:60.4942848
1 1:-1.1616739 2:36.4871802
0 1:0.4807488 2:71.1777042
0 1:-0.2827772 2:34.8042061
1 1:-1.2233936 2:6.4279286
2 1:-1.7079375 2:1.3032258
0 1:1.1913790 2:56.2409485
2 1:-0.4549095 2:-48.0888797
2 1:-1.6667701 2:-78.5036545
0 1:-0.2227278 2:12.2943396
2 1:-2.1086799 2:-59.9814672
2 1:-0.3805013 2:-34.4578917
0 1:1.0591916 2:59.2615536
1 1:-1.3130430 2:87.8315366
1 1:-0.5041070 2:102.9598730
1 1:-2.1636040 2:-2.2247717
0 1:1.1571277 2:18.7312295
2 1:-1.0072281 2:-74.8870196
1 1:0.7516239 2:19.3102881
1 1:0.2846139 2:47.7791816
0 1:1.7934600 2:90.9139070
1 1:-3.4507651 2:63.6460545
2 1:-0.1769183 2:-46.3414459
2 1:-1.1068401 2:-113.5758186
1 1:-2.0167282 2:83.8592288
0 1:1.6694133 2:24.3908707
2 1:-1.9184450 2:-46.2152945
2 1:-0.6695552 2:-110.4112191
1 1:-0.8260413 2:80.1936709
2 1:-0.8262985 2:-75.2139789
0 1:0.3876711 2:56.8660672
1 1:-2.0343962 2:55.9294725
0 1:0.8529235 2:61.9770889
0 1:0.9275928 2:67.3920691
1 1:-0.6393653 2:-3.2540172
0 1:1.0149702 2:58.3370020
1 1:-1.4003622 2:77.1692616
0 1:-0.0922196 2:14.4632387
2 1:-0.4862357 2:-19.0318497
0 1:1.3552775 2:39.4882417
2 1:-0.2210123 2:-61.1566048
2 1:-0.5233473 2:-72.1071579
1 1:-1.7538151 2:31.0892147
2 1:-2.5452801 2:-43.7345671
2 1:-1.5031687 2:-12.7607653
1 1:-1.4885482 2:106.8705503
1 1:0.3472087 2:49.6420713
0 1:1.6687079 2:70.4942067
2 1:-2.3270388 2:-53.7011162
2 1:-1.0545823 2:-50.0116409
2 1:-0.2742361 2:-80.8586796
0 1:1.4920272 2:58.7928550
2 1:-1.0682556 2:-46.8572914
2 1:-1.9556460 2:-64.0960926
0 1:-0.2514951 2:-12.4202696
0 1:2.3826181 2:73.8500997
2 1:-1.2243631 2:-58.6987174
0 1:1.1252447 2:88.7712123
2 1:-2.2167207 2:-52.9755310
1 1:-1.4564509 2:16.7081837
0 1:-0.1444005 2:4.7895474
1 1:0.2541043 2:10.1837380
1 1:-0.6780194 2:65.2428983
2 1:0.8915459 2:-67.9748822
